#  L TT            EE            BB            TE            PP            PT            PE           
 838 2.4930013e+03 1.2590260e+01 1.0083187e-01 -2.1823201e+01 8.9348600e-09 9.8519373e-06 -1.5430086e-07
 839 2.4879810e+03 1.2621564e+01 1.0091278e-01 -1.9999064e+01 8.9183826e-09 9.8116757e-06 -1.4442447e-07
 840 2.4827815e+03 1.2658877e+01 1.0099211e-01 -1.8181755e+01 8.9019555e-09 9.7711331e-06 -1.3456237e-07
 841 2.4773954e+03 1.2702122e+01 1.0106984e-01 -1.6372337e+01 8.8855702e-09 9.7303070e-06 -1.2471500e-07
 842 2.4718302e+03 1.2751297e+01 1.0114595e-01 -1.4571650e+01 8.8692349e-09 9.6892130e-06 -1.1488308e-07
 843 2.4660858e+03 1.2806324e+01 1.0122044e-01 -1.2780683e+01 8.8529430e-09 9.6478508e-06 -1.0506713e-07
 844 2.4601845e+03 1.2867126e+01 1.0129330e-01 -1.1000351e+01 8.8366964e-09 9.6062292e-06 -9.5267743e-08
 845 2.4541040e+03 1.2933777e+01 1.0136451e-01 -9.2311206e+00 8.8204949e-09 9.5643548e-06 -8.5485525e-08
 846 2.4478592e+03 1.3006273e+01 1.0143406e-01 -7.4736621e+00 8.8043403e-09 9.5222353e-06 -7.5721070e-08
 847 2.4414352e+03 1.3084688e+01 1.0150195e-01 -5.7283914e+00 8.7882284e-09 9.4798748e-06 -6.5974950e-08
 848 2.4348393e+03 1.3168946e+01 1.0156817e-01 -3.9958658e+00 8.7721609e-09 9.4372812e-06 -5.6247764e-08
 849 2.4280642e+03 1.3259119e+01 1.0163270e-01 -2.2765923e+00 8.7561397e-09 9.3944631e-06 -4.6540115e-08
 850 2.4211023e+03 1.3355207e+01 1.0169555e-01 -5.7109390e-01 8.7401605e-09 9.3514226e-06 -3.6852566e-08
 851 2.4139685e+03 1.3457283e+01 1.0175669e-01 1.1201273e+00 8.7242251e-09 9.3081679e-06 -2.7185836e-08
 852 2.4066553e+03 1.3565122e+01 1.0181613e-01 2.7966061e+00 8.7083354e-09 9.2647030e-06 -1.7541083e-08
 853 2.3991701e+03 1.3678725e+01 1.0187386e-01 4.4578836e+00 8.6924871e-09 9.2210281e-06 -7.9195737e-09
 854 2.3915127e+03 1.3797941e+01 1.0192987e-01 6.1035008e+00 8.6766822e-09 9.1771468e-06 1.6774193e-09
 855 2.3837055e+03 1.3922696e+01 1.0198416e-01 7.7329984e+00 8.6609216e-09 9.1330635e-06 1.1248627e-08
 856 2.3757335e+03 1.4052914e+01 1.0203673e-01 9.3459545e+00 8.6452050e-09 9.0887773e-06 2.0792779e-08
 857 2.3676188e+03 1.4188373e+01 1.0208756e-01 1.0941902e+01 8.6295292e-09 9.0442906e-06 3.0308601e-08
 858 2.3593615e+03 1.4329148e+01 1.0213665e-01 1.2520299e+01 8.6138983e-09 8.9996090e-06 3.9794833e-08
 859 2.3509615e+03 1.4475089e+01 1.0218401e-01 1.4080383e+01 8.5983099e-09 8.9547317e-06 4.9250193e-08
 860 2.3424185e+03 1.4626272e+01 1.0222963e-01 1.5621387e+01 8.5827619e-09 8.9096609e-06 5.8673407e-08
 861 2.3337401e+03 1.4782623e+01 1.0227351e-01 1.7142473e+01 8.5672583e-09 8.8644024e-06 6.8063226e-08
 862 2.3249186e+03 1.4944069e+01 1.0231565e-01 1.8642801e+01 8.5517947e-09 8.8189541e-06 7.7418349e-08
 863 2.3159688e+03 1.5110760e+01 1.0235604e-01 2.0121606e+01 8.5363752e-09 8.7733217e-06 8.6737530e-08
 864 2.3068831e+03 1.5282548e+01 1.0239469e-01 2.1577973e+01 8.5209974e-09 8.7275074e-06 9.6019501e-08
 865 2.2976615e+03 1.5459435e+01 1.0243160e-01 2.3011285e+01 8.5056614e-09 8.6815116e-06 1.0526297e-07
 866 2.2883186e+03 1.5641350e+01 1.0246677e-01 2.4421220e+01 8.4903668e-09 8.6353387e-06 1.1446669e-07
 867 2.2788396e+03 1.5828219e+01 1.0250020e-01 2.5807829e+01 8.4751117e-09 8.5889880e-06 1.2362935e-07
 868 2.2692316e+03 1.6019897e+01 1.0253189e-01 2.7170791e+01 8.4598997e-09 8.5424649e-06 1.3274972e-07
 869 2.2595019e+03 1.6216312e+01 1.0256186e-01 2.8510154e+01 8.4447288e-09 8.4957717e-06 1.4182653e-07
 870 2.2496431e+03 1.6417466e+01 1.0259010e-01 2.9825669e+01 8.4295988e-09 8.4489089e-06 1.5085848e-07
 871 2.2396623e+03 1.6623141e+01 1.0261661e-01 3.1117312e+01 8.4145096e-09 8.4018807e-06 1.5984434e-07
 872 2.2295668e+03 1.6833264e+01 1.0264141e-01 3.2384906e+01 8.3994610e-09 8.3546876e-06 1.6878279e-07
 873 2.2193491e+03 1.7047692e+01 1.0266449e-01 3.3627905e+01 8.3844528e-09 8.3073339e-06 1.7767261e-07
 874 2.2090238e+03 1.7266427e+01 1.0268588e-01 3.4845909e+01 8.3694849e-09 8.2598190e-06 1.8651246e-07
 875 2.1985907e+03 1.7489326e+01 1.0270556e-01 3.6038297e+01 8.3545572e-09 8.2121492e-06 1.9530115e-07
 876 2.1880572e+03 1.7716243e+01 1.0272356e-01 3.7204667e+01 8.3396694e-09 8.1643239e-06 2.0403736e-07
 877 2.1774230e+03 1.7947035e+01 1.0273989e-01 3.8344322e+01 8.3248215e-09 8.1163475e-06 2.1271985e-07
 878 2.1667102e+03 1.8181632e+01 1.0275454e-01 3.9456935e+01 8.3100153e-09 8.0682223e-06 2.2134736e-07
 879 2.1559037e+03 1.8419964e+01 1.0276753e-01 4.0541879e+01 8.2952447e-09 8.0199467e-06 2.2991852e-07
 880 2.1450183e+03 1.8661889e+01 1.0277888e-01 4.1598753e+01 8.2805154e-09 7.9715271e-06 2.3843215e-07
 881 2.1340463e+03 1.8907336e+01 1.0278859e-01 4.2627078e+01 8.2658273e-09 7.9229667e-06 2.4688702e-07
 882 2.1230022e+03 1.9156312e+01 1.0279667e-01 4.3626450e+01 8.2511763e-09 7.8742651e-06 2.5528177e-07
 883 2.1118786e+03 1.9408600e+01 1.0280315e-01 4.4596315e+01 8.2365642e-09 7.8254245e-06 2.6361513e-07
 884 2.1006751e+03 1.9664280e+01 1.0280802e-01 4.5536341e+01 8.2219929e-09 7.7764503e-06 2.7188593e-07
 885 2.0893989e+03 1.9923208e+01 1.0281132e-01 4.6445973e+01 8.2074582e-09 7.7273419e-06 2.8009279e-07
 886 2.0780499e+03 2.0185244e+01 1.0281304e-01 4.7324877e+01 8.1929621e-09 7.6781017e-06 2.8823445e-07
 887 2.0666278e+03 2.0450393e+01 1.0281322e-01 4.8172942e+01 8.1785042e-09 7.6287339e-06 2.9630971e-07
 888 2.0551472e+03 2.0718514e+01 1.0281186e-01 4.8990131e+01 8.1640864e-09 7.5792409e-06 3.0431728e-07
 889 2.0435930e+03 2.0989391e+01 1.0280897e-01 4.9776552e+01 8.1497047e-09 7.5296223e-06 3.1225581e-07
 890 2.0319872e+03 2.1263031e+01 1.0280459e-01 5.0532017e+01 8.1353608e-09 7.4798832e-06 3.2012411e-07
 891 2.0203222e+03 2.1539293e+01 1.0279871e-01 5.1256635e+01 8.1210566e-09 7.4300260e-06 3.2792094e-07
 892 2.0086051e+03 2.1818035e+01 1.0279138e-01 5.1950289e+01 8.1067900e-09 7.3800520e-06 3.3564497e-07
 893 1.9968357e+03 2.2099191e+01 1.0278259e-01 5.2613011e+01 8.0925588e-09 7.3299620e-06 3.4329487e-07
 894 1.9850285e+03 2.2382472e+01 1.0277237e-01 5.3244683e+01 8.0783639e-09 7.2797610e-06 3.5086946e-07
 895 1.9731685e+03 2.2667961e+01 1.0276075e-01 5.3845111e+01 8.0642070e-09 7.2294495e-06 3.5836742e-07
 896 1.9612776e+03 2.2955368e+01 1.0274773e-01 5.4414325e+01 8.0500910e-09 7.1790341e-06 3.6578767e-07
 897 1.9493481e+03 2.3244627e+01 1.0273335e-01 5.4952129e+01 8.0360079e-09 7.1285114e-06 3.7312864e-07
 898 1.9373873e+03 2.3535599e+01 1.0271762e-01 5.5458401e+01 8.0219633e-09 7.0778870e-06 3.8038925e-07
 899 1.9254022e+03 2.3828069e+01 1.0270056e-01 5.5933092e+01 8.0079533e-09 7.0271608e-06 3.8756809e-07
 900 1.9133925e+03 2.4122046e+01 1.0268220e-01 5.6376003e+01 7.9939815e-09 6.9763385e-06 3.9466406e-07
 901 1.9013580e+03 2.4417243e+01 1.0266255e-01 5.6787085e+01 7.9800460e-09 6.9254212e-06 4.0167602e-07
 902 1.8893133e+03 2.4713668e+01 1.0264165e-01 5.7166289e+01 7.9661446e-09 6.8744131e-06 4.0860374e-07
 903 1.8772580e+03 2.5011182e+01 1.0261951e-01 5.7513416e+01 7.9522810e-09 6.8233211e-06 4.1544733e-07
 904 1.8651920e+03 2.5309646e+01 1.0259616e-01 5.7828491e+01 7.9384514e-09 6.7721481e-06 4.2220668e-07
 905 1.8531223e+03 2.5608920e+01 1.0257162e-01 5.8111389e+01 7.9246594e-09 6.7209027e-06 4.2888201e-07
 906 1.8410486e+03 2.5909014e+01 1.0254591e-01 5.8361982e+01 7.9109031e-09 6.6695887e-06 4.3547324e-07
 907 1.8289856e+03 2.6209642e+01 1.0251906e-01 5.8580217e+01 7.8971822e-09 6.6182113e-06 4.4198041e-07
 908 1.8169255e+03 2.6510737e+01 1.0249110e-01 5.8766187e+01 7.8834948e-09 6.5667751e-06 4.4840348e-07
 909 1.8048754e+03 2.6812311e+01 1.0246204e-01 5.8919910e+01 7.8698446e-09 6.5152871e-06 4.5474259e-07
 910 1.7928351e+03 2.7114151e+01 1.0243192e-01 5.9041478e+01 7.8562315e-09 6.4637527e-06 4.6099777e-07
 911 1.7808118e+03 2.7416118e+01 1.0240075e-01 5.9130981e+01 7.8426496e-09 6.4121747e-06 4.6716887e-07
 912 1.7688125e+03 2.7718148e+01 1.0236857e-01 5.9188507e+01 7.8291045e-09 6.3605609e-06 4.7325609e-07
 913 1.7568370e+03 2.8020178e+01 1.0233540e-01 5.9214144e+01 7.8155943e-09 6.3089159e-06 4.7925941e-07
 914 1.7448849e+03 2.8321996e+01 1.0230126e-01 5.9207904e+01 7.8021188e-09 6.2572450e-06 4.8517883e-07
 915 1.7329561e+03 2.8623537e+01 1.0226619e-01 5.9169946e+01 7.7886779e-09 6.2055536e-06 4.9101440e-07
 916 1.7210650e+03 2.8924738e+01 1.0223020e-01 5.9100428e+01 7.7752715e-09 6.1538469e-06 4.9676614e-07
 917 1.7092040e+03 2.9225314e+01 1.0219332e-01 5.8999359e+01 7.7618994e-09 6.1021305e-06 5.0243407e-07
 918 1.6973727e+03 2.9525275e+01 1.0215559e-01 5.8867042e+01 7.7485616e-09 6.0504095e-06 5.0801823e-07
 919 1.6855858e+03 2.9824408e+01 1.0211702e-01 5.8703484e+01 7.7352580e-09 5.9986894e-06 5.1351863e-07
 920 1.6738429e+03 3.0122652e+01 1.0207765e-01 5.8508837e+01 7.7219884e-09 5.9469754e-06 5.1893530e-07
 921 1.6621364e+03 3.0419795e+01 1.0203749e-01 5.8283253e+01 7.7087527e-09 5.8952731e-06 5.2426827e-07
 922 1.6504808e+03 3.0715773e+01 1.0199658e-01 5.8027106e+01 7.6955508e-09 5.8435876e-06 5.2951756e-07
 923 1.6388832e+03 3.1010523e+01 1.0195495e-01 5.7740618e+01 7.6823827e-09 5.7919244e-06 5.3468321e-07
 924 1.6273286e+03 3.1303909e+01 1.0191262e-01 5.7424161e+01 7.6692499e-09 5.7402894e-06 5.3976529e-07
 925 1.6158390e+03 3.1595718e+01 1.0186962e-01 5.7078029e+01 7.6561488e-09 5.6886867e-06 5.4476372e-07
 926 1.6044065e+03 3.1885963e+01 1.0182598e-01 5.6702666e+01 7.6430810e-09 5.6371223e-06 5.4967858e-07
 927 1.5930385e+03 3.2174432e+01 1.0178172e-01 5.6298290e+01 7.6300466e-09 5.5856015e-06 5.5450989e-07
 928 1.5817419e+03 3.2461137e+01 1.0173687e-01 5.5865266e+01 7.6170452e-09 5.5341297e-06 5.5925768e-07
 929 1.5705167e+03 3.2745866e+01 1.0169146e-01 5.5403885e+01 7.6040787e-09 5.4827135e-06 5.6392211e-07
 930 1.5593624e+03 3.3028482e+01 1.0164552e-01 5.4914360e+01 7.5911432e-09 5.4313557e-06 5.6850295e-07
 931 1.5482789e+03 3.3308923e+01 1.0159907e-01 5.4396981e+01 7.5782424e-09 5.3800636e-06 5.7300041e-07
 932 1.5372807e+03 3.3587052e+01 1.0155215e-01 5.3851959e+01 7.5653725e-09 5.3288412e-06 5.7741439e-07
 933 1.5263602e+03 3.3862806e+01 1.0150478e-01 5.3279653e+01 7.5525351e-09 5.2776945e-06 5.8174498e-07
 934 1.5155244e+03 3.4135899e+01 1.0145698e-01 5.2680198e+01 7.5397302e-09 5.2266288e-06 5.8599221e-07
 935 1.5047731e+03 3.4406344e+01 1.0140879e-01 5.2053953e+01 7.5269594e-09 5.1756509e-06 5.9015624e-07
 936 1.4941062e+03 3.4673928e+01 1.0136024e-01 5.1401197e+01 7.5142209e-09 5.1247640e-06 5.9423690e-07
 937 1.4835306e+03 3.4938665e+01 1.0131135e-01 5.0722361e+01 7.5015109e-09 5.0739730e-06 5.9823413e-07
 938 1.4730463e+03 3.5200416e+01 1.0126215e-01 5.0017722e+01 7.4888365e-09 5.0232857e-06 6.0214824e-07
 939 1.4626603e+03 3.5459044e+01 1.0121267e-01 4.9287708e+01 7.4761922e-09 4.9727056e-06 6.0597906e-07
 940 1.4523651e+03 3.5714339e+01 1.0116294e-01 4.8532670e+01 7.4635806e-09 4.9222398e-06 6.0972681e-07
 941 1.4421751e+03 3.5966385e+01 1.0111298e-01 4.7752883e+01 7.4509997e-09 4.8718913e-06 6.1339124e-07
 942 1.4320828e+03 3.6214972e+01 1.0106283e-01 4.6948769e+01 7.4384540e-09 4.8216684e-06 6.1697273e-07
 943 1.4220953e+03 3.6459962e+01 1.0101250e-01 4.6120752e+01 7.4259362e-09 4.7715729e-06 6.2047088e-07
 944 1.4122123e+03 3.6701366e+01 1.0096204e-01 4.5269325e+01 7.4134497e-09 4.7216120e-06 6.2388593e-07
 945 1.4024412e+03 3.6939048e+01 1.0091146e-01 4.4394834e+01 7.4009962e-09 4.6717915e-06 6.2721798e-07
 946 1.3927741e+03 3.7172944e+01 1.0086080e-01 4.3497771e+01 7.3885720e-09 4.6221157e-06 6.3046690e-07
 947 1.3832258e+03 3.7402842e+01 1.0081009e-01 4.2578629e+01 7.3761806e-09 4.5725916e-06 6.3363296e-07
 948 1.3737886e+03 3.7628827e+01 1.0075934e-01 4.1637823e+01 7.3638183e-09 4.5232222e-06 6.3671586e-07
 949 1.3644622e+03 3.7850762e+01 1.0070860e-01 4.0675694e+01 7.3514886e-09 4.4740147e-06 6.3971588e-07
 950 1.3552613e+03 3.8068509e+01 1.0065788e-01 3.9692880e+01 7.3391895e-09 4.4249743e-06 6.4263302e-07
 951 1.3461783e+03 3.8281930e+01 1.0060721e-01 3.8689644e+01 7.3269192e-09 4.3761043e-06 6.4546716e-07
 952 1.3372128e+03 3.8491037e+01 1.0055663e-01 3.7666549e+01 7.3146828e-09 4.3274102e-06 6.4821905e-07
 953 1.3283722e+03 3.8695692e+01 1.0050616e-01 3.6623930e+01 7.3024734e-09 4.2788912e-06 6.5088864e-07
 954 1.3196487e+03 3.8895832e+01 1.0045582e-01 3.5562349e+01 7.2902959e-09 4.2305517e-06 6.5347668e-07
 955 1.3110569e+03 3.9091319e+01 1.0040565e-01 3.4482215e+01 7.2781487e-09 4.1823940e-06 6.5598360e-07
 956 1.3025892e+03 3.9282091e+01 1.0035567e-01 3.3384010e+01 7.2660299e-09 4.1344191e-06 6.5840959e-07
 957 1.2942529e+03 3.9468084e+01 1.0030591e-01 3.2268217e+01 7.2539428e-09 4.0866306e-06 6.6075533e-07
 958 1.2860402e+03 3.9649308e+01 1.0025639e-01 3.1135540e+01 7.2418875e-09 4.0390316e-06 6.6302130e-07
 959 1.2779584e+03 3.9825625e+01 1.0020714e-01 2.9986608e+01 7.2298585e-09 3.9916218e-06 6.6520756e-07
 960 1.2700146e+03 3.9997120e+01 1.0015818e-01 2.8821974e+01 7.2178628e-09 3.9444066e-06 6.6731500e-07
 961 1.2622013e+03 4.0163580e+01 1.0010955e-01 2.7642192e+01 7.2058934e-09 3.8973854e-06 6.6934358e-07
 962 1.2545257e+03 4.0325090e+01 1.0006127e-01 2.6447961e+01 7.1939553e-09 3.8505629e-06 6.7129413e-07
 963 1.2469875e+03 4.0481585e+01 1.0001336e-01 2.5239908e+01 7.1820467e-09 3.8039401e-06 6.7316683e-07
 964 1.2395867e+03 4.0632927e+01 9.9965843e-02 2.4018433e+01 7.1701676e-09 3.7575202e-06 6.7496228e-07
 965 1.2323229e+03 4.0779199e+01 9.9918752e-02 2.2784087e+01 7.1583178e-09 3.7113047e-06 6.7668074e-07
 966 1.2251961e+03 4.0920187e+01 9.9872107e-02 2.1537418e+01 7.1464974e-09 3.6652964e-06 6.7832273e-07
 967 1.2182134e+03 4.1055902e+01 9.9825933e-02 2.0278973e+01 7.1347061e-09 3.6194977e-06 6.7988866e-07
 968 1.2113673e+03 4.1186277e+01 9.9780253e-02 1.9009227e+01 7.1229440e-09 3.5739113e-06 6.8137906e-07
 969 1.2046650e+03 4.1311247e+01 9.9735091e-02 1.7728724e+01 7.1112109e-09 3.5285386e-06 6.8279420e-07
 970 1.1981064e+03 4.1430672e+01 9.9690468e-02 1.6437937e+01 7.0995067e-09 3.4833830e-06 6.8413465e-07
 971 1.1916838e+03 4.1544709e+01 9.9646409e-02 1.5137484e+01 7.0878331e-09 3.4384467e-06 6.8540086e-07
 972 1.1854047e+03 4.1653145e+01 9.9602933e-02 1.3827985e+01 7.0761849e-09 3.3937305e-06 6.8659292e-07
 973 1.1792687e+03 4.1755985e+01 9.9560064e-02 1.2509908e+01 7.0645688e-09 3.3492391e-06 6.8771176e-07
 974 1.1732833e+03 4.1853314e+01 9.9517822e-02 1.1183871e+01 7.0529796e-09 3.3049728e-06 6.8875739e-07
 975 1.1674334e+03 4.1944915e+01 9.9476227e-02 9.8505642e+00 7.0414173e-09 3.2609345e-06 6.8973033e-07
 976 1.1617263e+03 4.2030944e+01 9.9435300e-02 8.5103818e+00 7.0298851e-09 3.2171277e-06 6.9063125e-07
 977 1.1561693e+03 4.2111186e+01 9.9395061e-02 7.1640873e+00 7.0183829e-09 3.1735543e-06 6.9146049e-07
 978 1.1507550e+03 4.2185797e+01 9.9355528e-02 5.8120729e+00 7.0069074e-09 3.1302155e-06 6.9221825e-07
 979 1.1454831e+03 4.2254708e+01 9.9316721e-02 4.4549827e+00 6.9954616e-09 3.0871151e-06 6.9290529e-07
 980 1.1403611e+03 4.2317778e+01 9.9278656e-02 3.0933266e+00 6.9840407e-09 3.0442537e-06 6.9352160e-07
 981 1.1353813e+03 4.2375235e+01 9.9241353e-02 1.7276436e+00 6.9726512e-09 3.0016358e-06 6.9406813e-07
 982 1.1305438e+03 4.2426864e+01 9.9204828e-02 3.5847985e-01 6.9612895e-09 2.9592627e-06 6.9454506e-07
 983 1.1258484e+03 4.2472818e+01 9.9169097e-02 -1.0136190e+00 6.9499541e-09 2.9171363e-06 6.9495272e-07
 984 1.1213025e+03 4.2512955e+01 9.9134177e-02 -2.3881307e+00 6.9386465e-09 2.8752590e-06 6.9529155e-07
 985 1.1168986e+03 4.2547279e+01 9.9100082e-02 -3.7645603e+00 6.9273682e-09 2.8336343e-06 6.9556223e-07
 986 1.1126366e+03 4.2575796e+01 9.9066828e-02 -5.1424250e+00 6.9161158e-09 2.7922633e-06 6.9576494e-07
 987 1.1085240e+03 4.2598511e+01 9.9034430e-02 -6.5212541e+00 6.9048927e-09 2.7511492e-06 6.9590027e-07
 988 1.1045532e+03 4.2615279e+01 9.9002900e-02 -7.9005707e+00 6.8936953e-09 2.7102933e-06 6.9596841e-07
 989 1.1007242e+03 4.2626254e+01 9.8972253e-02 -9.2798983e+00 6.8825253e-09 2.6696989e-06 6.9597002e-07
 990 1.0970369e+03 4.2631217e+01 9.8942500e-02 -1.0658701e+01 6.8713842e-09 2.6293684e-06 6.9590555e-07
 991 1.0934915e+03 4.2630245e+01 9.8913653e-02 -1.2036607e+01 6.8602686e-09 2.5893031e-06 6.9577517e-07
 992 1.0900951e+03 4.2623418e+01 9.8885725e-02 -1.3412931e+01 6.8491802e-09 2.5495064e-06 6.9557956e-07
 993 1.0868331e+03 4.2610589e+01 9.8858726e-02 -1.4787140e+01 6.8381204e-09 2.5099807e-06 6.9531915e-07
 994 1.0837202e+03 4.2591910e+01 9.8832667e-02 -1.6158549e+01 6.8270851e-09 2.4707275e-06 6.9499420e-07
 995 1.0807416e+03 4.2567384e+01 9.8807557e-02 -1.7526698e+01 6.8160791e-09 2.4317500e-06 6.9460531e-07
 996 1.0779047e+03 4.2537014e+01 9.8783406e-02 -1.8890903e+01 6.8050983e-09 2.3930495e-06 6.9415265e-07
 997 1.0752095e+03 4.2500727e+01 9.8760222e-02 -2.0250630e+01 6.7941457e-09 2.3546296e-06 6.9363700e-07
 998 1.0726561e+03 4.2458600e+01 9.8738013e-02 -2.1605271e+01 6.7832198e-09 2.3164920e-06 6.9305860e-07
 999 1.0702371e+03 4.2410708e+01 9.8716788e-02 -2.2954066e+01 6.7723187e-09 2.2786388e-06 6.9241782e-07
1000 1.0679598e+03 4.2356979e+01 9.8696553e-02 -2.4296484e+01 6.7614457e-09 2.2410729e-06 6.9171524e-07
1001 1.0658096e+03 4.2297415e+01 9.8677314e-02 -2.5631839e+01 6.7505975e-09 2.2037957e-06 6.9095101e-07
1002 1.0638013e+03 4.2232015e+01 9.8659078e-02 -2.6959449e+01 6.7397771e-09 2.1668091e-06 6.9012571e-07
1003 1.0619201e+03 4.2160782e+01 9.8641850e-02 -2.8278632e+01 6.7289830e-09 2.1301134e-06 6.8923942e-07
1004 1.0601735e+03 4.2083715e+01 9.8625635e-02 -2.9588778e+01 6.7182134e-09 2.0937092e-06 6.8829225e-07
1005 1.0585466e+03 4.2000815e+01 9.8610438e-02 -3.0889279e+01 6.7074715e-09 2.0575978e-06 6.8728461e-07
1006 1.0570545e+03 4.1912230e+01 9.8596262e-02 -3.2179749e+01 6.6967539e-09 2.0217791e-06 6.8621647e-07
1007 1.0556823e+03 4.1818109e+01 9.8583110e-02 -3.3459950e+01 6.6860639e-09 1.9862549e-06 6.8508837e-07
1008 1.0544376e+03 4.1718599e+01 9.8570986e-02 -3.4729719e+01 6.6754014e-09 1.9510260e-06 6.8390054e-07
1009 1.0533204e+03 4.1613849e+01 9.8559892e-02 -3.5988667e+01 6.6647615e-09 1.9160918e-06 6.8265272e-07
1010 1.0523159e+03 4.1504081e+01 9.8549830e-02 -3.7236558e+01 6.6541489e-09 1.8814544e-06 6.8134561e-07
1011 1.0514392e+03 4.1389291e+01 9.8540801e-02 -3.8473078e+01 6.6435603e-09 1.8471139e-06 6.7997919e-07
1012 1.0506754e+03 4.1269703e+01 9.8532806e-02 -3.9698062e+01 6.6329990e-09 1.8130715e-06 6.7855384e-07
1013 1.0500247e+03 4.1145240e+01 9.8525845e-02 -4.0911122e+01 6.6224631e-09 1.7793279e-06 6.7706972e-07
1014 1.0495020e+03 4.1015899e+01 9.8519919e-02 -4.2111720e+01 6.6119527e-09 1.7458837e-06 6.7552703e-07
1015 1.0490852e+03 4.0881529e+01 9.8515026e-02 -4.3299543e+01 6.6014677e-09 1.7127397e-06 6.7392600e-07
1016 1.0487893e+03 4.0742202e+01 9.8511167e-02 -4.4474201e+01 6.5910064e-09 1.6798964e-06 6.7226670e-07
1017 1.0486143e+03 4.0597692e+01 9.8508338e-02 -4.5635303e+01 6.5805735e-09 1.6473556e-06 6.7054983e-07
1018 1.0485456e+03 4.0447995e+01 9.8506539e-02 -4.6782387e+01 6.5701642e-09 1.6151170e-06 6.6877512e-07
1019 1.0485907e+03 4.0293183e+01 9.8505766e-02 -4.7915059e+01 6.5597784e-09 1.5831814e-06 6.6694281e-07
1020 1.0487497e+03 4.0133176e+01 9.8506018e-02 -4.9032633e+01 6.5494208e-09 1.5515506e-06 6.6505359e-07
1021 1.0490154e+03 3.9968342e+01 9.8507290e-02 -5.0134492e+01 6.5390850e-09 1.5202240e-06 6.6310704e-07
1022 1.0493879e+03 3.9798677e+01 9.8509578e-02 -5.1220022e+01 6.5287757e-09 1.4892035e-06 6.6110388e-07
1023 1.0498526e+03 3.9624399e+01 9.8512879e-02 -5.2288458e+01 6.5184912e-09 1.4584894e-06 6.5904415e-07
1024 1.0504243e+03 3.9445651e+01 9.8517188e-02 -5.3339257e+01 6.5082314e-09 1.4280825e-06 6.5692808e-07
1025 1.0510811e+03 3.9262650e+01 9.8522498e-02 -5.4371653e+01 6.4979964e-09 1.3979836e-06 6.5475590e-07
1026 1.0518380e+03 3.9075466e+01 9.8528806e-02 -5.5385102e+01 6.4877859e-09 1.3681934e-06 6.5252783e-07
1027 1.0526801e+03 3.8884167e+01 9.8536103e-02 -5.6379728e+01 6.4776000e-09 1.3387128e-06 6.5024408e-07
1028 1.0536078e+03 3.8688820e+01 9.8544385e-02 -5.7355506e+01 6.4674386e-09 1.3095426e-06 6.4790488e-07
1029 1.0546361e+03 3.8489495e+01 9.8553644e-02 -5.8312557e+01 6.4573016e-09 1.2806834e-06 6.4551046e-07
1030 1.0557428e+03 3.8286184e+01 9.8563871e-02 -5.9251004e+01 6.4471889e-09 1.2521361e-06 6.4306104e-07
1031 1.0569430e+03 3.8079028e+01 9.8575060e-02 -6.0171041e+01 6.4371020e-09 1.2239016e-06 6.4055690e-07
1032 1.0582221e+03 3.7868022e+01 9.8587201e-02 -6.1072640e+01 6.4270362e-09 1.1959803e-06 6.3799806e-07
1033 1.0595950e+03 3.7653231e+01 9.8600287e-02 -6.1955919e+01 6.4169977e-09 1.1683734e-06 6.3538503e-07
1034 1.0610472e+03 3.7434722e+01 9.8614307e-02 -6.2820327e+01 6.4069817e-09 1.1410813e-06 6.3271781e-07
1035 1.0625863e+03 3.7212710e+01 9.8629251e-02 -6.3665240e+01 6.3969896e-09 1.1141050e-06 6.2999669e-07
1036 1.0641976e+03 3.6987262e+01 9.8645109e-02 -6.4490104e+01 6.3870215e-09 1.0874453e-06 6.2722191e-07
1037 1.0658738e+03 3.6758517e+01 9.8661871e-02 -6.5294292e+01 6.3770772e-09 1.0611028e-06 6.2439367e-07
1038 1.0676302e+03 3.6526615e+01 9.8679525e-02 -6.6077250e+01 6.3671582e-09 1.0350787e-06 6.2151236e-07
1039 1.0694520e+03 3.6291696e+01 9.8698060e-02 -6.6838421e+01 6.3572615e-09 1.0093731e-06 6.1857790e-07
1040 1.0713320e+03 3.6053751e+01 9.8717463e-02 -6.7577177e+01 6.3473883e-09 9.8398724e-07 6.1559065e-07
1041 1.0732778e+03 3.5812993e+01 9.8737722e-02 -6.8293478e+01 6.3375388e-09 9.5892173e-07 6.1255084e-07
1042 1.0752824e+03 3.5569265e+01 9.8758823e-02 -6.8987286e+01 6.3277127e-09 9.3417741e-07 6.0945870e-07
1043 1.0773385e+03 3.5322704e+01 9.8780753e-02 -6.9658340e+01 6.3179116e-09 9.0975515e-07 6.0631451e-07
1044 1.0794611e+03 3.5073302e+01 9.8803499e-02 -7.0307267e+01 6.3081323e-09 8.8565552e-07 6.0311835e-07
1045 1.0816357e+03 3.4820973e+01 9.8827045e-02 -7.0933356e+01 6.2983764e-09 8.6187939e-07 5.9987053e-07
1046 1.0838626e+03 3.4565930e+01 9.8851377e-02 -7.1537383e+01 6.2886451e-09 8.3842774e-07 5.9657140e-07
1047 1.0861418e+03 3.4308013e+01 9.8876480e-02 -7.2118633e+01 6.2789356e-09 8.1530094e-07 5.9322089e-07
